state,party,finance.better,child.indep,child.curio,child.obed,child.consid,women.favors,women.comp,women.hire,year,Religion,President
36,1,3,3,3,3,3,5,5,2,2004,Not Religious,John Kerry
12,2,1,3,5,3,3,2,3,1,2004,Not Religious,NA
51,3,4,1,1,5,1,5,5,2,2004,Not Religious,John Kerry
12,3,2,5,5,3,3,5,3,2,2004,Protestant,John Kerry
51,3,2,5,3,1,1,5,1,2,2004,Protestant,George W. Bush
49,3,1,5,5,5,1,3,2,3,2004,Protestant,NA
34,3,1,5,5,1,5,4,5,2,2004,Catholic,NA
17,1,5,5,3,1,1,3,4,2,2004,Protestant,John Kerry
6,3,3,5,1,5,1,3,3,2,2004,Protestant,NA
39,1,3,5,1,1,1,2,3,4,2004,Catholic,John Kerry
36,3,1,5,5,5,1,4,4,2,2004,Protestant,John Kerry
5,5,3,3,5,3,3,3,3,3,2004,Protestant,NA
6,2,2,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
1,1,3,5,5,1,1,3,4,2,2004,Protestant,NA
9,3,4,1,5,5,1,2,4,2,2004,Not Religious,John Kerry
6,2,4,5,1,1,1,1,1,5,2004,Catholic,NA
29,5,3,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA
5,1,1,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
19,1,3,1,5,5,1,3,4,2,2004,Protestant,John Kerry
26,2,3,5,5,1,1,3,3,3,2004,Protestant,George W. Bush
18,2,3,5,1,1,1,5,5,1,2004,Protestant,George W. Bush
48,NA,2,1,5,1,5,3,2,3,2004,Protestant,NA
6,1,3,1,1,5,1,5,5,2,2004,Jewish,John Kerry
34,3,3,3,3,3,3,3,3,2,2004,Jewish,John Kerry
39,1,4,1,5,5,1,5,4,2,2004,Catholic,John Kerry
51,2,3,5,1,5,1,5,5,2,2004,Protestant,George W. Bush
41,1,4,5,3,5,1,5,4,2,2004,Other Religion,John Kerry
6,1,1,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
6,3,3,5,5,1,5,5,5,2,2004,Protestant,George W. Bush
27,1,1,1,5,1,5,5,1,1,2004,Catholic,John Kerry
39,3,NA,1,5,1,5,3,3,3,2004,Not Religious,George W. Bush
48,2,4,3,3,3,3,2,3,5,2004,Protestant,George W. Bush
12,2,2,5,1,5,1,5,4,2,2004,Not Religious,NA
13,2,4,5,5,1,3,3,4,2,2004,Jewish,John Kerry
27,1,3,5,5,5,1,4,2,2,2004,Protestant,John Kerry
42,1,2,5,5,1,1,5,2,1,2004,Catholic,John Kerry
1,1,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
55,3,2,1,5,1,1,5,5,1,2004,Protestant,NA
55,1,3,3,5,1,5,2,2,2,2004,Not Religious,NA
18,2,2,5,1,1,5,2,4,3,2004,Catholic,George W. Bush
48,2,2,1,1,5,1,3,4,3,2004,Catholic,George W. Bush
17,1,3,5,1,1,5,2,2,2,2004,Catholic,John Kerry
19,2,1,5,5,1,1,3,2,5,2004,Catholic,George W. Bush
6,1,2,1,5,1,1,5,5,2,2004,Catholic,NA
26,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
24,5,1,5,3,5,5,1,5,3,2004,Not Religious,NA
12,2,3,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
6,2,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
49,2,3,5,5,1,5,3,3,2,2004,Not Religious,George W. Bush
1,1,1,5,5,5,1,2,4,2,2004,Protestant,John Kerry
42,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
26,3,3,5,3,3,3,2,2,2,2004,Not Religious,NA
26,1,3,5,5,5,3,4,3,2,2004,Protestant,NA
1,3,3,5,5,1,1,2,5,2,2004,Protestant,George W. Bush
36,3,1,5,5,1,5,5,3,5,2004,Catholic,John Kerry
22,1,2,5,5,1,1,4,2,2,2004,Catholic,George W. Bush
12,2,NA,5,5,1,1,1,2,4,2004,Protestant,NA
29,2,3,5,5,3,3,3,2,5,2004,Protestant,George W. Bush
51,3,5,1,1,5,1,5,5,1,2004,Not Religious,John Kerry
8,3,2,5,1,1,5,5,4,3,2004,Protestant,George W. Bush
6,3,3,5,1,5,1,5,4,2,2004,Protestant,NA
1,3,3,1,5,5,1,4,4,4,2004,Protestant,NA
13,3,2,5,5,1,5,1,2,1,2004,Protestant,John Kerry
33,3,2,5,5,1,1,5,2,4,2004,Not Religious,George W. Bush
5,1,1,5,5,1,1,3,3,3,2004,Catholic,George W. Bush
27,2,3,3,5,3,3,2,3,2,2004,Protestant,George W. Bush
6,3,2,5,5,1,1,3,4,5,2004,Not Religious,NA
1,2,2,5,5,5,1,4,4,4,2004,Protestant,George W. Bush
53,2,1,5,5,5,1,5,NA,5,2004,Not Religious,George W. Bush
6,2,3,5,3,3,1,2,4,3,2004,Protestant,George W. Bush
36,1,5,5,5,1,1,4,5,2,2004,Protestant,John Kerry
48,1,1,1,5,1,5,5,4,2,2004,Protestant,John Kerry
24,1,3,5,1,5,1,4,5,1,2004,Jewish,John Kerry
19,2,2,5,5,1,1,5,4,1,2004,Protestant,George W. Bush
49,1,3,5,1,5,1,2,4,2,2004,Catholic,George W. Bush
25,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Jewish,NA
53,1,2,1,1,5,1,2,3,2,2004,Protestant,John Kerry
27,3,5,5,5,1,5,2,2,3,2004,Catholic,John Kerry
25,2,3,5,5,1,1,3,4,4,2004,Protestant,George W. Bush
49,3,3,5,5,1,1,5,5,2,2004,Catholic,NA
51,3,2,5,5,5,1,4,4,4,2004,Protestant,NA
5,5,3,5,5,5,5,1,1,2,2004,Not Religious,NA
47,2,1,5,1,5,1,3,3,4,2004,Protestant,George W. Bush
6,2,2,5,1,1,1,1,3,4,2004,Protestant,George W. Bush
42,2,1,5,1,1,5,1,3,4,2004,Catholic,George W. Bush
36,2,3,5,1,5,1,5,5,2,2004,Catholic,George W. Bush
1,2,1,5,3,1,5,3,1,1,2004,Protestant,NA
48,3,2,5,5,5,5,3,4,1,2004,Catholic,NA
1,3,3,3,5,3,3,2,3,1,2004,Protestant,NA
48,3,3,5,1,5,1,5,3,2,2004,Catholic,John Kerry
41,NA,3,5,5,1,1,1,1,4,2004,Protestant,George W. Bush
18,5,3,5,1,1,1,2,3,1,2004,Catholic,NA
53,3,1,5,1,5,1,4,3,2,2004,Not Religious,John Kerry
47,1,3,5,5,5,1,4,1,2,2004,Protestant,John Kerry
9,2,2,1,3,3,3,1,2,1,2004,Catholic,George W. Bush
24,1,1,5,5,1,5,5,2,4,2004,Protestant,NA
33,1,3,5,1,5,1,4,5,2,2004,Catholic,John Kerry
25,2,2,1,1,1,1,3,3,2,2004,Protestant,George W. Bush
8,1,3,5,5,1,1,5,5,4,2004,Catholic,NA
49,1,3,5,5,5,1,2,5,3,2004,Not Religious,John Kerry
17,3,1,1,1,5,1,4,4,4,2004,Protestant,NA
12,3,1,5,3,3,3,5,1,1,2004,Protestant,NA
49,1,2,5,1,5,1,5,3,4,2004,Catholic,John Kerry
42,3,2,5,1,5,1,5,5,4,2004,Catholic,John Kerry
6,1,2,1,1,5,1,5,4,4,2004,Jewish,John Kerry
26,2,NA,5,5,1,1,4,1,2,2004,Protestant,George W. Bush
34,1,1,3,3,3,3,3,1,5,2004,Catholic,George W. Bush
8,1,1,1,1,5,1,5,5,1,2004,Catholic,John Kerry
33,3,2,5,1,5,1,4,5,2,2004,Catholic,John Kerry
39,3,1,3,3,5,1,2,2,2,2004,Protestant,John Kerry
36,2,3,5,5,1,5,1,3,2,2004,Catholic,George W. Bush
27,5,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
1,1,2,3,5,1,3,5,5,2,2004,Protestant,John Kerry
55,2,NA,3,5,1,5,NA,NA,3,2004,Catholic,George W. Bush
6,1,3,5,5,1,5,4,3,1,2004,Catholic,John Kerry
33,2,3,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA
39,2,1,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
25,5,5,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA
12,1,NA,3,5,3,3,5,5,1,2004,Protestant,John Kerry
6,2,3,5,5,5,1,4,4,3,2004,Protestant,John Kerry
5,1,3,5,5,1,5,2,3,2,2004,Not Religious,John Kerry
19,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
55,1,3,5,1,1,1,3,2,2,2004,Protestant,John Kerry
48,1,1,1,5,1,5,5,5,2,2004,Protestant,John Kerry
36,2,3,5,3,3,3,4,3,2,2004,Not Religious,George W. Bush
29,2,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
53,3,3,5,5,1,1,5,2,2,2004,Protestant,John Kerry
36,2,2,5,5,1,5,4,4,2,2004,Catholic,George W. Bush
6,1,2,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
51,2,2,3,3,3,3,3,3,4,2004,Protestant,George W. Bush
26,3,2,5,3,3,3,3,4,2,2004,Protestant,George W. Bush
48,2,3,5,1,1,1,4,4,1,2004,Catholic,George W. Bush
8,2,2,5,1,5,1,4,5,2,2004,Catholic,George W. Bush
55,1,3,5,5,1,1,3,2,2,2004,Protestant,John Kerry
6,1,2,1,1,5,1,5,4,2,2004,Other Religion,John Kerry
12,1,3,1,1,5,1,5,5,2,2004,Protestant,John Kerry
5,3,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
36,1,3,5,5,1,5,2,2,1,2004,Protestant,John Kerry
26,2,3,3,3,3,3,3,3,3,2004,Protestant,George W. Bush
1,3,NA,3,5,3,3,5,5,1,2004,Protestant,NA
22,2,3,3,5,1,3,2,2,2,2004,Catholic,George W. Bush
25,3,3,1,5,5,1,2,3,4,2004,Not Religious,George W. Bush
17,3,3,5,1,1,1,4,2,2,2004,Protestant,John Kerry
49,1,2,1,1,5,1,4,3,2,2004,Protestant,John Kerry
12,NA,1,5,5,5,5,5,5,1,2004,Catholic,NA
18,2,3,5,5,5,1,5,1,2,2004,Protestant,George W. Bush
27,2,3,5,3,3,3,3,4,2,2004,Catholic,George W. Bush
39,1,3,5,5,5,1,5,4,4,2004,Protestant,John Kerry
6,1,2,1,5,5,1,2,5,3,2004,Jewish,John Kerry
19,5,3,NA,NA,NA,NA,NA,NA,NA,2004,Other Religion,NA
53,3,2,1,1,5,1,2,4,2,2004,Protestant,NA
17,3,4,5,5,1,5,4,2,2,2004,Catholic,Other
5,2,3,5,5,5,5,2,5,3,2004,Protestant,NA
36,1,1,5,5,1,5,5,5,1,2004,Protestant,NA
51,1,3,5,5,1,1,2,3,3,2004,Protestant,George W. Bush
36,4,3,1,1,5,1,5,5,1,2004,Not Religious,Other
24,1,2,5,5,1,5,3,3,2,2004,Protestant,NA
48,4,1,5,3,3,3,5,3,1,2004,Protestant,NA
34,3,3,5,5,1,1,2,3,2,2004,Catholic,George W. Bush
48,1,NA,3,3,3,3,5,5,1,2004,Protestant,John Kerry
1,3,1,5,5,3,3,4,3,2,2004,Protestant,George W. Bush
48,2,2,5,5,1,5,3,2,2,2004,Not Religious,George W. Bush
26,1,2,5,5,1,1,5,5,1,2004,Catholic,John Kerry
18,3,3,5,5,1,5,5,2,1,2004,Protestant,NA
27,1,3,5,5,5,1,3,4,2,2004,Catholic,John Kerry
19,2,3,1,1,5,5,4,3,4,2004,Protestant,George W. Bush
48,3,2,5,5,1,1,3,2,3,2004,Protestant,NA
6,1,2,1,1,5,1,5,5,2,2004,Protestant,John Kerry
6,1,2,5,5,5,5,5,5,1,2004,Not Religious,John Kerry
1,1,3,5,5,1,5,5,5,1,2004,Protestant,NA
48,3,1,5,5,5,1,3,3,4,2004,Protestant,NA
53,3,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
17,1,2,5,5,1,1,3,4,2,2004,Protestant,John Kerry
26,5,3,3,5,1,1,4,2,2,2004,Protestant,NA
6,2,3,1,5,5,1,3,3,3,2004,Protestant,George W. Bush
25,1,1,5,5,1,1,3,2,2,2004,Catholic,John Kerry
8,2,3,5,5,1,5,5,5,2,2004,Protestant,George W. Bush
6,2,3,5,5,1,1,2,5,2,2004,Catholic,George W. Bush
55,1,4,5,5,5,3,5,5,2,2004,Protestant,John Kerry
1,3,3,5,1,1,1,4,4,2,2004,Protestant,George W. Bush
36,2,3,5,5,1,5,2,1,3,2004,Not Religious,George W. Bush
51,1,1,5,5,1,1,5,5,2,2004,Protestant,John Kerry
17,1,3,3,3,3,3,5,5,1,2004,Catholic,John Kerry
36,5,3,5,5,1,5,2,4,2,2004,Catholic,NA
1,1,3,5,5,1,3,4,4,2,2004,Protestant,George W. Bush
36,3,3,1,1,5,1,5,5,2,2004,Not Religious,John Kerry
48,1,3,5,5,5,5,5,3,2,2004,Catholic,John Kerry
12,2,3,5,3,1,1,5,2,3,2004,Protestant,George W. Bush
5,3,3,5,5,1,5,2,4,1,2004,Protestant,George W. Bush
36,5,3,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
5,5,3,5,3,3,5,5,5,2,2004,Protestant,John Kerry
18,1,3,5,3,1,1,3,1,2,2004,Catholic,John Kerry
22,1,2,1,5,1,3,1,2,2,2004,Protestant,NA
41,1,3,1,5,5,5,3,3,1,2004,Protestant,John Kerry
17,5,3,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
12,2,3,5,5,1,5,3,3,2,2004,Catholic,George W. Bush
25,3,3,5,5,5,1,3,5,2,2004,Protestant,NA
42,1,3,5,5,1,5,5,4,2,2004,Protestant,John Kerry
24,1,4,5,5,5,5,5,4,3,2004,Jewish,NA
1,2,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
41,1,3,3,3,3,3,5,5,2,2004,Protestant,John Kerry
25,3,2,5,5,1,1,1,3,5,2004,Catholic,George W. Bush
24,1,4,5,5,1,5,5,5,1,2004,Protestant,NA
12,1,1,5,1,5,1,2,2,1,2004,Not Religious,John Kerry
27,3,3,3,3,3,3,5,5,2,2004,Catholic,John Kerry
48,2,3,5,3,3,3,3,2,2,2004,Protestant,George W. Bush
53,3,NA,1,1,5,1,4,2,2,2004,Catholic,John Kerry
25,1,1,1,1,1,1,5,5,3,2004,Jewish,George W. Bush
42,2,3,5,5,1,1,5,3,5,2004,Not Religious,George W. Bush
24,4,1,5,1,5,1,5,5,2,2004,Orthodox,George W. Bush
39,3,3,5,1,1,1,4,2,2,2004,Protestant,George W. Bush
26,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
41,1,3,5,1,5,1,5,5,1,2004,Protestant,John Kerry
26,5,2,3,3,3,3,5,3,2,2004,Not Religious,George W. Bush
34,2,3,5,5,1,1,3,1,2,2004,Catholic,George W. Bush
19,1,4,5,5,1,1,5,4,1,2004,Protestant,John Kerry
29,NA,3,5,5,1,5,1,2,1,2004,Catholic,George W. Bush
42,2,3,NA,NA,NA,NA,NA,NA,NA,2004,Jewish,NA
5,1,3,5,5,1,5,4,2,2,2004,Protestant,John Kerry
6,4,2,5,1,5,1,3,5,1,2004,NA,John Kerry
53,1,3,5,5,5,1,5,5,1,2004,Protestant,John Kerry
17,1,4,5,5,5,1,4,4,2,2004,Catholic,John Kerry
51,2,3,5,5,1,5,3,1,1,2004,Protestant,NA
51,3,1,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
27,1,3,5,5,1,5,2,3,3,2004,Catholic,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
48,3,1,5,5,1,1,4,2,4,2004,Protestant,George W. Bush
29,3,4,5,5,1,5,4,2,4,2004,Protestant,George W. Bush
39,1,3,5,5,5,5,2,2,2,2004,Catholic,John Kerry
48,2,2,5,1,5,1,3,4,4,2004,Protestant,George W. Bush
8,3,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
48,2,3,3,3,3,3,2,3,2,2004,Protestant,George W. Bush
22,1,4,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
36,2,3,5,1,5,1,4,4,2,2004,Not Religious,George W. Bush
48,3,2,5,5,5,5,4,2,1,2004,Protestant,John Kerry
25,4,3,1,1,5,1,3,5,2,2004,Catholic,Other
36,1,3,3,3,3,3,2,3,4,2004,Protestant,John Kerry
27,3,3,5,5,5,1,2,1,3,2004,Protestant,John Kerry
25,3,3,1,5,5,1,3,4,5,2004,Protestant,John Kerry
48,2,3,5,5,3,3,2,2,2,2004,Protestant,George W. Bush
53,1,2,5,5,5,1,5,4,2,2004,Not Religious,John Kerry
1,2,3,5,5,1,1,2,2,4,2004,Protestant,George W. Bush
36,3,2,5,5,5,1,2,3,2,2004,Protestant,George W. Bush
48,3,2,5,5,5,5,5,2,3,2004,Not Religious,George W. Bush
27,3,2,5,5,1,5,3,3,2,2004,Catholic,NA
19,2,3,1,1,1,1,4,3,2,2004,Protestant,George W. Bush
36,1,3,5,5,3,3,4,5,1,2004,Jewish,John Kerry
17,1,3,1,5,5,1,4,3,3,2004,Protestant,John Kerry
51,1,3,5,5,5,5,2,3,3,2004,Protestant,John Kerry
8,1,3,1,1,5,1,5,5,2,2004,Not Religious,John Kerry
55,NA,1,5,1,1,1,3,4,2,2004,Not Religious,John Kerry
51,1,3,5,1,1,1,4,5,2,2004,Protestant,John Kerry
48,2,1,1,1,1,5,2,4,2,2004,Protestant,George W. Bush
42,3,3,5,1,5,1,3,4,2,2004,Catholic,John Kerry
22,5,1,3,5,1,5,3,3,1,2004,Protestant,NA
36,1,3,1,1,5,1,4,4,2,2004,Catholic,John Kerry
6,3,4,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
48,2,NA,1,1,5,1,4,2,4,2004,Catholic,NA
49,3,1,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA
34,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
48,3,1,1,5,1,1,4,2,3,2004,Protestant,John Kerry
13,1,3,5,5,3,3,5,5,1,2004,Protestant,John Kerry
1,2,1,5,1,5,3,3,3,3,2004,Protestant,George W. Bush
49,3,2,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA
53,3,3,5,5,1,1,5,2,1,2004,Catholic,NA
6,2,1,5,1,5,1,4,4,4,2004,Protestant,NA
47,2,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
6,1,2,5,1,5,1,4,4,2,2004,Jewish,John Kerry
26,3,3,3,3,5,3,3,2,3,2004,Not Religious,George W. Bush
17,NA,3,5,1,5,1,5,5,2,2004,Not Religious,John Kerry
17,3,2,5,5,5,1,3,2,3,2004,Protestant,NA
36,2,2,1,5,5,1,2,4,2,2004,Protestant,George W. Bush
24,2,3,5,3,3,3,2,4,3,2004,Protestant,George W. Bush
1,3,1,5,5,1,5,3,3,3,2004,Protestant,NA
17,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Jewish,NA
39,1,1,5,5,1,5,2,2,2,2004,Protestant,NA
12,2,1,5,1,5,1,4,5,1,2004,Protestant,George W. Bush
51,3,3,1,1,5,1,5,5,2,2004,Not Religious,John Kerry
18,2,2,5,5,1,3,5,5,2,2004,Protestant,George W. Bush
17,3,NA,1,1,5,1,2,4,2,2004,Protestant,NA
36,2,1,5,5,1,3,5,5,2,2004,Other Religion,George W. Bush
48,3,1,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
34,1,1,3,3,3,3,5,4,2,2004,Protestant,John Kerry
39,5,3,5,5,5,5,5,5,2,2004,Protestant,NA
17,2,3,1,5,1,5,2,4,3,2004,Catholic,George W. Bush
36,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA
51,3,3,3,3,3,3,5,5,2,2004,Protestant,John Kerry
17,2,3,5,5,1,3,3,3,4,2004,Not Religious,George W. Bush
12,2,3,5,5,5,1,5,5,4,2004,Protestant,George W. Bush
27,5,3,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
41,1,2,1,1,5,1,5,5,2,2004,Not Religious,John Kerry
49,1,2,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
26,5,2,3,3,1,3,3,1,2,2004,Protestant,NA
19,3,2,3,3,3,3,3,3,3,2004,Not Religious,NA
6,1,3,1,1,5,1,5,5,1,2004,Other Religion,John Kerry
39,2,2,5,1,5,1,3,4,4,2004,Protestant,George W. Bush
36,3,4,5,5,1,5,3,3,2,2004,Protestant,NA
6,2,3,5,5,1,5,1,1,2,2004,Not Religious,George W. Bush
51,3,3,5,5,1,3,3,5,2,2004,Protestant,George W. Bush
41,3,3,5,1,5,1,4,4,3,2004,Protestant,NA
55,3,1,1,1,5,1,5,4,2,2004,Protestant,John Kerry
51,1,NA,5,5,1,1,5,5,2,2004,Catholic,John Kerry
27,2,3,5,5,5,1,5,4,4,2004,Protestant,George W. Bush
6,3,3,5,5,1,5,3,5,3,2004,Catholic,Ralph Nader
48,3,1,5,5,1,5,1,2,1,2004,Catholic,NA
36,1,1,5,5,5,1,3,4,1,2004,Protestant,John Kerry
9,3,2,5,1,5,1,2,4,2,2004,Catholic,George W. Bush
24,3,3,5,1,1,5,4,2,2,2004,Not Religious,George W. Bush
36,3,2,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
6,5,NA,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
55,1,3,5,5,1,5,4,3,2,2004,Protestant,John Kerry
25,1,3,5,1,5,1,2,2,3,2004,Catholic,NA
51,3,3,5,5,1,5,2,2,2,2004,Not Religious,NA
47,3,2,1,1,5,1,4,5,2,2004,Protestant,John Kerry
25,2,3,5,5,5,1,3,2,3,2004,Protestant,George W. Bush
55,2,1,5,5,1,5,2,4,4,2004,Protestant,George W. Bush
6,2,2,1,1,5,1,2,2,2,2004,Not Religious,George W. Bush
27,1,3,5,1,5,1,5,5,5,2004,Catholic,John Kerry
6,2,2,1,1,5,5,4,3,5,2004,Not Religious,George W. Bush
26,1,2,5,5,1,1,4,2,2,2004,Catholic,NA
48,1,3,5,5,1,5,2,1,1,2004,Protestant,John Kerry
6,3,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
25,1,2,NA,NA,NA,NA,NA,NA,NA,2004,Jewish,NA
1,1,3,5,5,1,5,5,5,1,2004,Protestant,John Kerry
34,3,4,5,5,1,5,3,2,1,2004,Catholic,NA
1,2,1,3,3,3,3,4,3,4,2004,Protestant,George W. Bush
39,1,4,5,5,1,1,2,2,2,2004,Not Religious,John Kerry
6,1,2,5,5,5,1,3,4,2,2004,Catholic,John Kerry
25,3,2,5,5,5,NA,5,3,2,2004,Not Religious,John Kerry
55,2,3,5,5,5,5,5,4,2,2004,Catholic,George W. Bush
36,3,1,5,5,5,1,2,2,2,2004,Not Religious,John Kerry
53,2,2,5,1,3,1,5,2,3,2004,Not Religious,George W. Bush
6,3,4,1,5,5,5,5,4,4,2004,Protestant,John Kerry
55,3,2,5,5,5,5,3,3,2,2004,Not Religious,John Kerry
36,5,2,5,5,1,5,3,3,2,2004,Protestant,NA
13,1,1,5,3,3,3,4,5,1,2004,Protestant,John Kerry
18,1,2,5,5,1,1,2,2,1,2004,Catholic,John Kerry
36,3,3,1,1,5,1,3,5,1,2004,Protestant,John Kerry
47,1,5,5,5,1,1,5,3,2,2004,Protestant,NA
24,1,3,5,1,5,1,4,4,2,2004,Jewish,John Kerry
18,2,3,3,3,5,1,3,4,2,2004,Catholic,George W. Bush
6,3,2,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
18,1,1,5,5,1,1,5,4,5,2004,Protestant,George W. Bush
26,1,3,5,5,3,3,4,4,1,2004,Protestant,John Kerry
48,3,2,1,5,5,1,3,4,1,2004,NA,George W. Bush
17,4,1,5,5,1,1,5,5,1,2004,Protestant,John Kerry
12,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA
36,3,1,5,5,1,1,5,4,2,2004,Protestant,George W. Bush
1,1,1,5,5,1,1,2,2,4,2004,Protestant,John Kerry
6,2,3,5,1,1,1,5,5,4,2004,Protestant,George W. Bush
49,1,3,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
6,1,NA,1,1,5,1,5,5,1,2004,Catholic,John Kerry
36,1,1,1,1,5,1,4,5,2,2004,Not Religious,NA
34,2,3,5,3,3,3,2,1,4,2004,Catholic,George W. Bush
51,3,1,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA
51,3,2,1,1,5,1,2,5,2,2004,Protestant,John Kerry
6,3,1,5,5,1,5,2,1,3,2004,Catholic,John Kerry
6,4,5,3,3,3,3,2,2,4,2004,Protestant,Other
51,NA,1,5,5,1,5,5,5,1,2004,Protestant,NA
34,3,3,5,5,1,5,5,2,2,2004,Catholic,NA
41,3,3,5,5,1,1,4,5,1,2004,Protestant,George W. Bush
12,1,4,5,5,1,5,1,3,2,2004,Protestant,NA
34,2,3,5,1,5,1,4,5,3,2004,Not Religious,John Kerry
48,1,NA,3,3,3,3,5,5,2,2004,Protestant,John Kerry
18,2,2,5,1,5,1,5,5,4,2004,Protestant,George W. Bush
36,5,3,5,5,1,1,3,1,5,2004,NA,George W. Bush
27,1,3,5,5,5,5,2,3,4,2004,Not Religious,NA
5,1,1,5,5,1,5,2,2,1,2004,Protestant,John Kerry
51,2,2,5,5,5,1,3,2,4,2004,Protestant,George W. Bush
47,3,2,5,5,1,5,2,1,2,2004,Protestant,John Kerry
18,1,2,1,1,5,5,5,5,2,2004,Catholic,John Kerry
26,3,3,3,3,1,5,3,1,2,2004,Protestant,John Kerry
49,3,3,5,1,1,1,2,4,3,2004,Protestant,George W. Bush
47,3,3,5,5,1,5,2,2,2,2004,Protestant,John Kerry
8,3,3,5,5,5,1,3,3,3,2004,Protestant,George W. Bush
1,1,3,5,5,1,1,5,5,4,2004,Protestant,John Kerry
51,1,3,5,5,1,5,2,2,1,2004,Protestant,John Kerry
1,3,1,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA
51,1,3,5,1,5,1,3,2,2,2004,Protestant,John Kerry
36,2,2,5,5,5,1,2,3,4,2004,Protestant,George W. Bush
13,1,1,5,5,1,5,NA,1,1,2004,Protestant,John Kerry
12,2,2,1,5,5,5,4,4,2,2004,Not Religious,George W. Bush
51,3,1,5,5,5,3,5,2,2,2004,Protestant,George W. Bush
29,1,1,5,5,5,1,3,4,3,2004,Protestant,NA
27,3,3,5,5,1,1,1,1,4,2004,Protestant,John Kerry
53,2,3,5,5,1,1,2,3,2,2004,Protestant,George W. Bush
39,3,3,5,1,1,1,3,4,2,2004,Catholic,John Kerry
51,1,3,5,1,1,1,5,5,2,2004,Protestant,John Kerry
22,2,3,5,5,1,5,2,1,2,2004,Protestant,John Kerry
27,1,4,5,5,1,1,3,2,2,2004,Protestant,NA
22,1,4,5,5,1,5,4,1,1,2004,Protestant,John Kerry
49,3,3,5,5,5,5,4,2,1,2004,Protestant,John Kerry
26,3,3,5,3,5,3,5,4,2,2004,Protestant,George W. Bush
12,2,3,5,1,5,1,3,4,2,2004,Protestant,NA
51,3,2,5,1,5,1,5,5,4,2004,Protestant,George W. Bush
36,3,3,NA,NA,NA,NA,NA,NA,NA,2004,Other Religion,NA
42,1,1,5,5,3,3,3,4,1,2004,Protestant,John Kerry
1,1,3,5,5,1,5,4,2,1,2004,Protestant,John Kerry
39,2,3,5,1,5,1,5,3,2,2004,Catholic,George W. Bush
26,3,1,5,5,1,5,3,2,1,2004,Protestant,John Kerry
36,3,1,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA
6,3,1,5,5,1,5,1,2,2,2004,Not Religious,John Kerry
27,1,3,5,5,1,3,3,2,2,2004,Protestant,John Kerry
36,3,3,5,3,3,3,5,5,1,2004,Catholic,NA
18,3,1,5,5,5,1,3,2,2,2004,Protestant,George W. Bush
